가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
101,8801116000654,K)엔츠,미출력,담배,국산담배,KTG일반담배
102,8801116000661,엔츠보루,미출력,담배,국산담배,KTG일반담배
103,8801116000913,16K)레종블랙1mg,미출력,담배,국산담배,KTG일반담배
104,8801116000920,레종블랙1mg보루,미출력,담배,국산담배,KTG일반담배
105,8801116000937,11K)에쎄수,미출력,담배,국산담배,KTG일반담배
106,8801116000944,에쎄수보루,미출력,담배,국산담배,KTG일반담배
107,8801116001033,22K)더원오렌지0.5m,미출력,담배,국산담배,KTG일반담배
108,8801116001040,더원오렌지0.5m보루,미출력,담배,국산담배,KTG일반담배
109,8801116001095,30K)클라우드9_1mg,미출력,담배,국산담배,KTG일반담배
110,8801116001101,클라우드9_1mg보루,미출력,담배,국산담배,KTG일반담배
111,8801116001187,타임보루,미출력,담배,국산담배,KTG일반담배
112,8801116001194,K)에쎄수0.5,미출력,담배,국산담배,KTG일반담배
113,8801116001200,에쎄수0.5보루,미출력,담배,국산담배,KTG일반담배
114,8801116001279,K)보헴시가넘버1,미출력,담배,국산담배,KTG일반담배
115,8801116001286,보헴시가넘버1보루,미출력,담배,국산담배,KTG일반담배
116,8801116001293,K)보헴시가넘버6,미출력,담배,국산담배,KTG일반담배
117,8801116001309,보헴시가넘버6보루,미출력,담배,국산담배,KTG일반담배
118,8801116001316,에쎄블렌드3mg,미출력,담배,국산담배,KTG일반담배
119,8801116001323,에쎄블렌드3mg보루,미출력,담배,국산담배,KTG일반담배
120,8801116001378,에쎄골든리프SE3mg,미출력,담배,국산담배,KTG일반담배
121,8801116001385,에쎄골든리프SE3mg보루,미출력,담배,국산담배,KTG일반담배
122,8801116001392,K)에쎄골든리프3mg,미출력,담배,국산담배,KTG일반담배
123,8801116001408,에쎄골든리프3mg보루,미출력,담배,국산담배,KTG일반담배
124,8801116001545,K)심플에이스5mg,미출력,담배,국산담배,KTG일반담배
125,8801116001552,심플에이스5mg보루,미출력,담배,국산담배,KTG일반담배
126,8801116001613,K)더원화이트0.1m,미출력,담배,국산담배,KTG일반담배
127,8801116001620,더원화이트0.1m보루,미출력,담배,국산담배,KTG일반담배
128,8801116001637,와이1mg,미출력,담배,국산담배,KTG일반담배
129,8801116001644,와이3mg,미출력,담배,국산담배,KTG일반담배
130,8801116001651,와이1mg보루,미출력,담배,국산담배,KTG일반담배
131,8801116001668,와이3mg보루,미출력,담배,국산담배,KTG일반담배
132,8801116001712,10K)에쎄수0.1,미출력,담배,국산담배,KTG일반담배
133,8801116001729,에쎄수0.1보루,미출력,담배,국산담배,KTG일반담배
134,8801116001965,24K)심플에이스1mg,미출력,담배,국산담배,KTG일반담배
135,8801116001972,심플에이스1mg보루,미출력,담배,국산담배,KTG일반담배
136,8801116002009,K)에쎄엣지1mg,미출력,담배,국산담배,KTG일반담배
137,8801116002016,에쎄엣지1mg보루,미출력,담배,국산담배,KTG일반담배
138,8801116002023,에쎄엣지5mg,미출력,담배,국산담배,KTG일반담배
139,8801116002030,에쎄엣지5mg보루,미출력,담배,국산담배,KTG일반담배
140,8801116002108,26K)에쎄스페셜골드1mg,미출력,담배,국산담배,KTG일반담배
141,8801116002115,에쎄스페셜골드1mg보루,미출력,담배,국산담배,KTG일반담배
142,8801116002153,K)다비도프클래식,미출력,담배,국산담배,KTG일반담배
143,8801116002160,다비도프클래식보루,미출력,담배,국산담배,KTG일반담배
144,8801116002191,K)다비도프리치블루,미출력,담배,국산담배,KTG일반담배
145,8801116002207,다비도프리치블루보루,미출력,담배,국산담배,KTG일반담배
146,8801116002467,K)더원임팩트,미출력,담배,국산담배,KTG일반담배
147,8801116002474,더원임팩트보루,미출력,담배,국산담배,KTG일반담배
148,8801116002498,에쎄엣지아이스포인트,미출력,담배,국산담배,KTG일반담배
149,8801116002511,에쎄엣지아이스포인트보루,미출력,담배,국산담배,KTG일반담배
150,8801116002665,엔츠1mg,미출력,담배,국산담배,KTG일반담배
151,8801116002672,엔츠1mg보루,미출력,담배,국산담배,KTG일반담배
152,8801116002689,엔츠6mg,미출력,담배,국산담배,KTG일반담배
153,8801116002696,엔츠6mg보루,미출력,담배,국산담배,KTG일반담배
154,8801116002702,K)보헴시가마스터,미출력,담배,국산담배,KTG일반담배
155,8801116002719,보헴시가마스터보루,미출력,담배,국산담배,KTG일반담배
156,8801116002825,레종프레쏘6mg,미출력,담배,국산담배,KTG일반담배
157,8801116002832,레종프레쏘6mg보루,미출력,담배,국산담배,KTG일반담배
158,8801116002986,K)보헴시가넘버3,미출력,담배,국산담배,KTG일반담배
159,8801116002993,보헴시가넘버3보루,미출력,담배,국산담배,KTG일반담배
160,8801116003259,디스와일드,미출력,담배,국산담배,KTG일반담배
161,8801116003266,디스와일드보루,미출력,담배,국산담배,KTG일반담배
162,8801116003297,K)보헴쿠바나 No.6,미출력,담배,국산담배,KTG일반담배
163,8801116003303,보헴시가쿠바나보루,미출력,담배,국산담배,KTG일반담배
164,8801116003396,더원에티팩,미출력,담배,국산담배,KTG일반담배
165,8801116003402,더원에티팩보루,미출력,담배,국산담배,KTG일반담배
166,8801116003556,K)에쎄아이스1mg,미출력,담배,국산담배,KTG일반담배
167,8801116003563,에쎄아이스1mg보루,미출력,담배,국산담배,KTG일반담배
168,8801116003679,K)에쎄센스1mg,미출력,담배,국산담배,KTG일반담배
169,8801116003686,에쎄센스1mg보루,미출력,담배,국산담배,KTG일반담배
170,8801116003693,에쎄센스5mg,미출력,담배,국산담배,KTG일반담배
171,8801116003709,에쎄센스5mg보루,미출력,담배,국산담배,KTG일반담배
172,8801116003822,클라우드나인슬림1mg,미출력,담배,국산담배,KTG일반담배
173,8801116003839,클라우드나인슬림1mg보루,미출력,담배,국산담배,KTG일반담배
174,8801116003846,클라우드나인슬림5mg,미출력,담배,국산담배,KTG일반담배
175,8801116003853,클라우드나인슬림5mg보루,미출력,담배,국산담배,KTG일반담배
176,8801116003907,K)보헴쿠바나더블,미출력,담배,국산담배,KTG일반담배
177,8801116003914,보헴시가쿠바나더블보루,미출력,담배,국산담배,KTG일반담배
178,8801116003921,K)보헴쿠바나샷1mg,미출력,담배,국산담배,KTG일반담배
179,8801116003938,보헴시가쿠바나1mg보루,미출력,담배,국산담배,KTG일반담배
180,8801116003945,K)레종에어로1mg,미출력,담배,국산담배,KTG일반담배
181,8801116003952,레종에어로1mg 보루,미출력,담배,국산담배,KTG일반담배
182,8801116003969,레종에어로5mg,미출력,담배,국산담배,KTG일반담배
183,8801116003976,레종에어로5mg보루,미출력,담배,국산담배,KTG일반담배
184,8801116003983,토니노람보르기니6,미출력,담배,국산담배,KTG일반담배
185,8801116003990,토니노람보르기니6보루,미출력,담배,국산담배,KTG일반담배
186,8801116004003,토니노람보르기니8,미출력,담배,국산담배,KTG일반담배
187,8801116004010,토니노람보르기니8보루,미출력,담배,국산담배,KTG일반담배
188,8801116004126,디스보루,미출력,담배,국산담배,KTG일반담배
189,8801116004553,에쎄센스아이스큐브,미출력,담배,국산담배,KTG일반담배
190,8801116004560,에쎄센스아이스큐브보루,미출력,담배,국산담배,KTG일반담배
191,8801116004614,K)레종프레쏘1mg,미출력,담배,국산담배,KTG일반담배
192,8801116004621,레종프레쏘1mg보루,미출력,담배,국산담배,KTG일반담배
193,8801116004638,토니노람보르기니아이스볼트,미출력,담배,국산담배,KTG일반담배
194,8801116004645,토니노람보르기니아이스볼트보루,미출력,담배,국산담배,KTG일반담배
195,8801116004652,K)시가미니1mg,미출력,담배,국산담배,KTG일반담배
196,8801116004669,시가미니1mg보루,미출력,담배,국산담배,KTG일반담배
197,8801116004676,K)시가미니5mg,미출력,담배,국산담배,KTG일반담배
198,8801116004690,시가미니5mg 보루,미출력,담배,국산담배,KTG일반담배
199,8801116004829,K)에쎄프레쏘1mg,미출력,담배,국산담배,KTG일반담배
200,8801116004836,에쎄프레쏘보루,미출력,담배,국산담배,KTG일반담배
201,8801116005314,01K)에쎄체인지1mg,미출력,담배,국산담배,KTG일반담배
202,8801116005321,에쎄체인지1mg보루,미출력,담배,국산담배,KTG일반담배
203,8801116005338,K)레종아이스프레쏘,미출력,담배,국산담배,KTG일반담배
204,8801116005345,레종아이스프레쏘보루,미출력,담배,국산담배,KTG일반담배
205,8801116005352,심플알래스카,미출력,담배,국산담배,KTG일반담배
206,8801116005369,심플알래스카보루,미출력,담배,국산담배,KTG일반담배
207,8801116005376,람보르기니아이스토네이도,미출력,담배,국산담배,KTG일반담배
208,8801116005383,람보르기니아이스토네이도보루,미출력,담배,국산담배,KTG일반담배
209,8801116005451,K)디스아프리카룰라,미출력,담배,국산담배,KTG일반담배
210,8801116005468,디스아프리카룰라보루,미출력,담배,국산담배,KTG일반담배
211,8801116005536,토니노람보르기니크리스피,미출력,담배,국산담배,KTG일반담배
212,8801116005543,토니노람보르기니크리스피보루,미출력,담배,국산담배,KTG일반담배
213,8801116005550,보헴쉐이크,미출력,담배,국산담배,KTG일반담배
214,8801116005567,보헴쉐이크보루,미출력,담배,국산담배,KTG일반담배
215,8801116005574,02K)에쎄체인지4mg,미출력,담배,국산담배,KTG일반담배
216,8801116005581,에쎄체인지4mg보루,미출력,담배,국산담배,KTG일반담배
217,8801116005598,28K)에쎄골든리프1mg,미출력,담배,국산담배,KTG일반담배
218,8801116005604,에쎄에쎄골든리프1mg보루,미출력,담배,국산담배,KTG일반담배
219,8801116006007,K)에쎄체인지W,미출력,담배,국산담배,KTG일반담배
220,8801116006014,에쎄체인지W보루,미출력,담배,국산담배,KTG일반담배
221,8801116006052,K)레종썬프레쏘,미출력,담배,국산담배,KTG일반담배
222,8801116006069,레종썬프레쏘보루,미출력,담배,국산담배,KTG일반담배
223,8801116006076,K)더원체인지,미출력,담배,국산담배,KTG일반담배
224,8801116006083,더원체인지*10(보루),미출력,담배,국산담배,KTG일반담배
225,8801116006175,K)에쎄수 명작,미출력,담배,국산담배,KTG일반담배
226,8801116006182,에쎄수 명작(보루),미출력,담배,국산담배,KTG일반담배
227,8801116006403,K)디스아프리카몰라,미출력,담배,국산담배,KTG일반담배
228,8801116006410,디스아프리카몰라보루,미출력,담배,국산담배,KTG일반담배
229,8801116006519,K)보헴시가슬림핏화이트1mg,미출력,담배,국산담배,KTG일반담배
230,8801116006526,보헴시가슬림핏화이트1mg보루,미출력,담배,국산담배,KTG일반담배
231,8801116006533,23K)보헴시가슬림핏브라운1mg,미출력,담배,국산담배,KTG일반담배
232,8801116006540,보헴시가슬림핏브라운1mg보루,미출력,담배,국산담배,KTG일반담배
233,8801116006595,K)더원체인지립톡1mg,미출력,담배,국산담배,KTG일반담배
234,8801116006601,더원체인지립톡1mg보루,미출력,담배,국산담배,KTG일반담배
235,8801116006694,레종아이스팟5mg,미출력,담배,국산담배,KTG일반담배
236,8801116006700,레종아이스팟5mg보루,미출력,담배,국산담배,KTG일반담배
237,8801116006717,토니노람보르기니구스토6mg,미출력,담배,국산담배,KTG일반담배
238,8801116006724,토니노람보르기니구스토6mg보루,미출력,담배,국산담배,KTG일반담배
239,8801116006731,K)토니노람보르기니아이스볼트GT,미출력,담배,국산담배,KTG일반담배
240,8801116006748,토니노람보르기니아이스볼트GT보루,미출력,담배,국산담배,KTG일반담배
241,8801116006755,에쎄수명작(한정판),미출력,담배,국산담배,KTG일반담배
242,8801116006762,에쎄수명작(한정판)보루,미출력,담배,국산담배,KTG일반담배
243,8801116006779,보헴시가매그넘5mg,미출력,담배,국산담배,KTG일반담배
244,8801116006786,보헴시가매그넘5mg보루,미출력,담배,국산담배,KTG일반담배
245,8801116006816,더원에티켓1mg,미출력,담배,국산담배,KTG일반담배
246,8801116006823,더원에티켓1mg보루,미출력,담배,국산담배,KTG일반담배
247,8801116006830,19K)레종프렌치블랙3mg,미출력,담배,국산담배,KTG일반담배
248,8801116006847,레종프렌치블랙3mg보루,미출력,담배,국산담배,KTG일반담배
249,8801116006885,더원골드라벨1mg,미출력,담배,국산담배,KTG일반담배
250,8801116006892,더원골드라벨1mg보루,미출력,담배,국산담배,KTG일반담배
251,8801116006915,29K)에쎄스페셜골드0.5mg,미출력,담배,국산담배,KTG일반담배
252,8801116006922,에쎄스페셜골드0.5mg보루,미출력,담배,국산담배,KTG일반담배
253,8801116006991,토니노람보르기니L6,미출력,담배,국산담배,KTG일반담배
254,8801116007004,토니노람보르기니L6보루,미출력,담배,국산담배,KTG일반담배
255,8801116007172,20K)레종프렌치요고1mg,미출력,담배,국산담배,KTG일반담배
256,8801116007189,레종프렌치요고1mg보루,미출력,담배,국산담배,KTG일반담배
257,8801116007257,05K)에쎄체인지업1mg,미출력,담배,국산담배,KTG일반담배
258,8801116007264,에쎄체인지업1mg보루,미출력,담배,국산담배,KTG일반담배
259,8801116007394,디스아프리카마파초5mg,미출력,담배,국산담배,KTG일반담배
260,8801116007400,디스아프리카마파초5mg보루,미출력,담배,국산담배,KTG일반담배
261,8801116007417,K)보헴시가리브레5mg,미출력,담배,국산담배,KTG일반담배
262,8801116007424,보헴시가리브레5mg보루,미출력,담배,국산담배,KTG일반담배
263,8801116007431,K)에쎄로열팰리스1mg,미출력,담배,국산담배,KTG일반담배
264,8801116007448,K)에쎄로열팰리스1mg보루,미출력,담배,국산담배,KTG일반담배
265,8801116008018,K)더원말랑0.5mg,미출력,담배,국산담배,KTG일반담배
266,8801116008025,더원말랑0.5mg보루,미출력,담배,국산담배,KTG일반담배
267,8801116008131,K)레종휘바3mg,미출력,담배,국산담배,KTG일반담배
268,8801116008148,레종휘바3mg보루,미출력,담배,국산담배,KTG일반담배
269,8801116008438,K)보헴시가리브레x1,미출력,담배,국산담배,KTG일반담배
270,8801116008445,보헴시가리브레x1보루,미출력,담배,국산담배,KTG일반담배
271,8801116008490,06K)에쎄체인지린1mg,미출력,담배,국산담배,KTG일반담배
272,8801116008506,에쎄체인지린1mg보루,미출력,담배,국산담배,KTG일반담배
273,8801116008551,K)디스아프리카아이스잭5mg,미출력,담배,국산담배,KTG일반담배
274,8801116008568,디스아프리카아이스잭5mg보루,미출력,담배,국산담배,KTG일반담배
275,8801116009138,K)디스아프리카골라,미출력,담배,국산담배,KTG일반담배
276,8801116009145,디스아프리카골라보루,미출력,담배,국산담배,KTG일반담배
277,8801116009411,K)레종프렌치번3mg,미출력,담배,국산담배,KTG일반담배
278,8801116009428,레종프렌치번3mg보루,미출력,담배,국산담배,KTG일반담배
279,8801116009435,K)Fiit체인지,미출력,담배,국산담배,KTG전자담배
280,8801116009442,K)Fiit체인지보루,미출력,담배,국산담배,KTG전자담배
281,8801116009459,K)Fiit스파키,미출력,담배,국산담배,KTG전자담배
282,8801116009466,K)Fiit스파키보루,미출력,담배,국산담배,KTG전자담배
283,8801116009572,K)Fiit체인지업,미출력,담배,국산담배,KTG전자담배
284,8801116009589,K)Fiit체인지업보루,미출력,담배,국산담배,KTG전자담배
285,8801116009596,K)릴디바이스(블루),미출력,담배,전자담배디바이스,KTG디바이스
286,8801116009602,K)릴디바이스(화이트),미출력,담배,전자담배디바이스,KTG디바이스
287,8801116010011,07K)에쎄체인지빙1mg,미출력,담배,국산담배,KTG일반담배
288,8801116010028,K)에쎄체인지빙1mg보루,미출력,담배,국산담배,KTG일반담배
289,8801116010288,K)보헴파이프스코티3mg,미출력,담배,국산담배,KTG일반담배
290,8801116010295,K)보헴파이프스코티3mg보루,미출력,담배,국산담배,KTG일반담배
291,8801116010554,K)Fiit매치,미출력,담배,국산담배,KTG전자담배
292,8801116010561,K)Fiit매치보루,미출력,담배,국산담배,KTG전자담배
293,8801116010684,K)릴디바이스Plus(블루),미출력,담배,전자담배디바이스,KTG디바이스
294,8801116010691,K)릴디바이스Plus(화이트),미출력,담배,전자담배디바이스,KTG디바이스
295,8801116010707,K)릴디바이스Plus(다크네이비),미출력,담배,전자담배디바이스,KTG디바이스
296,8801116011025,K)레종프렌치라인3mg,미출력,담배,국산담배,KTG일반담배
297,8801116011032,K)레종프렌치라인3mg보루,미출력,담배,국산담배,KTG일반담배
298,8801116011162,K)릴디바이스Mini(민트),미출력,담배,전자담배디바이스,KTG디바이스
299,8801116011179,K)릴디바이스Mini(화이트),미출력,담배,전자담배디바이스,KTG디바이스
300,8801116011575,K)Fiit체인지톡,미출력,담배,국산담배,KTG전자담배
301,8801116011582,K)Fiit체인지톡보루,미출력,담배,국산담배,KTG전자담배
302,8801116011599,K)Fiit쿨샷,미출력,담배,국산담배,KTG전자담배
303,8801116011605,K)Fiit쿨샷보루,미출력,담배,국산담배,KTG전자담배
304,8801116011612,K)에쎄스페셜골드오션,미출력,담배,국산담배,KTG일반담배
305,8801116011629,K)에쎄스페셜골드오션보루,미출력,담배,국산담배,KTG일반담배
306,8801116012077,K)디스아프리카썬데이1mg,미출력,담배,국산담배,KTG일반담배
307,8801116012084,K)디스아프리카썬데이1mg보루,미출력,담배,국산담배,KTG일반담배
308,8801116012091,K)릴하이브리드(미드나이트블랙),미출력,담배,전자담배디바이스,KTG디바이스
309,8801116012107,K)릴하이브리드(로즈골드),미출력,담배,전자담배디바이스,KTG디바이스
310,8801116012176,K)릴하이브리드(액상카트리지),미출력,담배,국산담배,KTG전자담배
311,8801116012220,K)보헴시가슬림핏스키니,미출력,담배,국산담배,KTG일반담배
