가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
93,1500000201890,수출_옐로우)빠다팝콘90g,미출력,과자,스낵,옥수수스낵
94,1500000201906,수출_옐로우)고르곤졸라치즈샤르르콘145g,미출력,과자,스낵,옥수수스낵
95,1500000201913,수출_옐로우)체다치즈볼142g,미출력,과자,스낵,옥수수스낵
96,1500000201920,수출_옐로우)나쵸큐브콤보,미출력,과자,스낵,옥수수스낵
97,1500000201937,수출_옐로우)크리스타초코뿅82g,미출력,과자,스낵,옥수수스낵
98,1500000201944,수출_옐로우)땅콩카라멜콘120g,미출력,과자,스낵,옥수수스낵
99,1500000201951,수출_옐로우)계란과자90g,미출력,과자,스낵,전통스낵
100,1500000201968,수출_옐로우)고구마형과자120g,미출력,과자,스낵,전통스낵
101,1500000201975,수출_옐로우)참소라형과자120g,미출력,과자,스낵,전통스낵
102,1500000201982,수출_옐로우)오란다115g,미출력,과자,스낵,전통스낵
103,1500000201999,수출_옐로우)우리쌀미니약과450g,미출력,과자,스낵,전통스낵
104,1500000202002,수출_옐로우)우리쌀미니약과80g,미출력,과자,스낵,전통스낵
105,1500000202019,수출_옐로우)인절미스낵145g,미출력,과자,스낵,전통스낵
106,1500000202026,수출_옐로우)솔티스모키통감자66g,미출력,과자,스낵,감자스낵
107,1500000202033,수출_옐로우)신당동원조쌀떡볶이스낵165g,미출력,과자,스낵,일반스낵
108,1500000202040,수출_옐로우)프레첼믹스허니버터맛85g(20),미출력,과자,스낵,일반스낵
109,1500000202057,수출_옐로우)프레첼믹스바질토마토피자맛85g,미출력,과자,스낵,일반스낵
110,1500000202064,수출_옐로우)다크초코프레첼70g,미출력,과자,스낵,일반스낵
111,1500000202071,수출_옐로우)크리스피라미드츄러스맛60g,미출력,과자,스낵,일반스낵
112,1500000202088,수출_옐로우)레몬잼쿠키5입,미출력,과자,쿠키파이,쿠키
113,1500000202095,수출_옐로우)빠다쿠키110g(16),미출력,과자,쿠키파이,쿠키
114,1500000202101,수출_옐로우)쏙쏙초코칩쿠키110g,미출력,과자,쿠키파이,쿠키
115,1500000202118,수출_옐로우)딸기웨하스미니,미출력,과자,쿠키파이,쿠키
116,1500000202125,수출_옐로우)바닐라웨하스미니,미출력,과자,쿠키파이,쿠키
117,1500000202132,수출_옐로우)초코웨하스미니,미출력,과자,쿠키파이,쿠키
118,1500000205867,수출_옐로우)달콤바삭쌀과자100g(S),미출력,과자,스낵,전통스낵
119,1500000205881,수출_옐로우)고소바삭쌀과자100g(S),미출력,과자,스낵,전통스낵
120,1500000205904,수출_옐로우)바닐라향웨이퍼롤115g(S),미출력,과자,쿠키파이,스틱과자
121,1500000205928,수출_옐로우)초코웨이퍼롤115g(S),미출력,과자,쿠키파이,스틱과자
122,1500000205935,수출_말차310)말초스60g(16),미출력,과자,스낵,일반스낵
123,1500000205959,수출_말차310)말초큐60g(16),미출력,과자,스낵,일반스낵
124,1500000205973,수출_말차310)말차프70g(18),미출력,과자,스낵,일반스낵
125,1500000205980,수출_말차310)말초키100g(16),미출력,과자,쿠키파이,쿠키
126,1880225902674,롯데)빵빠레소프트스낵초코우유맛 12입 BOX (예약),미출력,과자,스낵,옥수수스낵
127,2000000780542,(G)피코크초콜릿샌드위치,미출력,과자,쿠키파이,쿠키
