base_date,predict_date,plu_code,product_name,product_category,predicted_sales_qty,recent7_mean,guardrailed_predicted_sales_qty,recommended_order_qty
2025-07-31,2025-08-01,8809650792332.0,대정)치킨&햄샌드위치(중단),조리빵,9.665062245300916,2.7142857142857144,3.257142857142857,4
2025-07-31,2025-08-01,8809650797757.0,대정)더빅뉴참치마요삼각,밥류,2.728125099989616,5.714285714285714,4.519821468567275,5
2025-07-31,2025-08-01,8809650799430.0,대정)뉴참치김치김밥,밥류,3.780755469920083,1.7142857142857142,2.057142857142857,3
2025-07-31,2025-08-01,8809650799829.0,대정)더빅숯불갈비맛삼각,밥류,3.384811380546493,3.571428571428572,3.4967816950757404,4
2025-07-31,2025-08-01,8809650799898.0,대정)돈까스&김치볶음김밥2편,밥류,10.940235958485957,2.2857142857142856,2.7428571428571424,3
2025-07-31,2025-08-01,8809713910185.0,OKF)샤인머스켓펫500ml,음료,7.284684204861347,1.4285714285714286,1.7142857142857142,2
2025-07-31,2025-08-01,8809962580641.0,대정)더빅뉴전주비빔삼각김밥,밥류,3.4821619824619825,6.428571428571429,5.2500076501276505,6
2025-07-31,2025-08-01,8809962581600.0,대정)햄에그샌드위치,조리빵,6.7576556186192605,1.0,1.2,2
2025-08-29,2025-08-30,8801068913736.0,삼립)프리미엄햄에그샌드2편(중단),조리빵,32.34773665223665,2.0,2.4,3
2025-08-29,2025-08-30,8809650792349.0,대정)치킨&햄샌드위치2편(중단),조리빵,35.872183982683985,2.857142857142857,3.4285714285714284,4
2025-08-29,2025-08-30,8809650795210.0,대정)촉촉에그몰랑샌드위치2편,조리빵,23.41829581529582,2.0,2.4,3
